#;Player;Score;Kills;Death;Damage;Map Count;Teams;Maps;Rounds;K-D Diff;K/D;Rating1.0;First Place;Second Place;Third Place;Earnings
333.0;npl;6.1;0.68;0.68;76.19;277.0;['b8', 'navi-junior', 'natus-vincere'];322.0;8070.0;-57.0;0.99;0.99;;;;
320.0;nqz;6.1;0.66;0.57;66.5;213.0;['pain', '00nation', '9z', 'detona'];482.0;12235.0;1508.0;1.21;1.1;;;;
;nukkye;;;;;;['imperial', 'hellraisers', 'nochance'];592.0;15492.0;1330.0;1.13;1.08;;;;
805.0;nyezin;5.8;0.6;0.66;69.28;113.0;;;;;;;;;;
510.0;nython;6.0;0.65;0.61;66.64;194.0;['red-canids', 'paquet', 'pain'];839.0;21421.0;1732.0;1.13;1.07;;;;
243.0;oBo;6.1;0.69;0.69;78.26;116.0;['complexity', 'evil-geniuses'];356.0;9530.0;305.0;1.05;1.03;12.0;3.0;6.0;$151,860
180.0;oSee;6.2;0.69;0.61;70.96;373.0;['extra-salt', 'liquid', 'singularity', 'cloud9'];1357.0;35150.0;3864.0;1.18;1.1;17.0;16.0;12.0;$248,603
;obj;;;;;;['offset', 'exploit', 'giants', 'alientech'];453.0;11851.0;326.0;1.04;1.0;;;;
;ofnu;;;;;;['tainted-minds', 'chiefs', 'avant', 'winterfox'];852.0;21778.0;1380.0;1.1;1.06;;;;
;olimp;;;;;;['rebels', 'paloma', 'permitta', 'orks', 'ignis-serpens'];286.0;7308.0;-37.0;0.99;0.98;;;;
891.0;olofmeister;5.7;0.59;0.64;65.12;135.0;['fnatic', 'faze'];1586.0;41448.0;2735.0;1.1;1.06;41.0;20.0;21.0;$933,614
727.0;omichella;5.8;0.64;0.72;73.57;33.0;;;;;;;;;;
53.0;oskar;6.4;0.72;0.61;74.89;341.0;['sinners', 'mouz', 'hellraisers'];1881.0;49194.0;6109.0;1.2;1.12;27.0;19.0;18.0;$395,308
1007.0;oskarish;5.5;0.57;0.68;62.49;46.0;['x-kom', 'anonymo', 'illuminar', 'ago'];1141.0;30578.0;-449.0;0.98;0.97;;;;
567.0;ottoNd;5.9;0.66;0.65;67.01;216.0;['havu', 'valiance', 'cr4zy', 'c0ntact'];1087.0;28550.0;2942.0;1.16;1.09;18.0;13.0;12.0;$83,311
;oxygeN;;;;;;['skade', 'entropiq'];865.0;22601.0;-553.0;0.96;0.95;;;;
;pNshr;;;;;;['windigo', 'ex-outlaws'];600.0;15671.0;-812.0;0.92;0.92;;;;
;pachanga;;;;;;['tengri'];208.0;5459.0;-323.0;0.91;0.92;;;;
;pan1K;;;;;;['ground-zero', 'athletico', 'truckers-with-attitude', 'avant'];327.0;8525.0;37.0;1.01;1.01;;;;
;pancc;;;;;;['w7m', 'sharks'];602.0;15875.0;818.0;1.08;1.06;;;;
;pashaBiceps;;;;;;['virtuspro', 'esc'];1597.0;41346.0;989.0;1.03;1.02;31.0;23.0;40.0;$623,238
;pauf;;;;;;['godsent', 'property', 'ancient'];270.0;6957.0;93.0;1.02;0.99;;;;
352.0;pavv;6.1;0.68;0.69;76.45;110.0;['boca-juniors', 'leviatan'];275.0;7008.0;21.0;1.0;1.0;;;;
816.0;paz;5.8;0.62;0.66;66.62;53.0;['space-soldiers', 'sangal'];1147.0;30130.0;1910.0;1.1;1.06;17.0;6.0;6.0;$157,949
;pdy;;;;;;['nlg', 'alternate-attax'];204.0;5455.0;-204.0;0.95;0.97;;;;
;pecks;;;;;;['chiefs'];389.0;9930.0;162.0;1.03;1.0;;;;
;peet;;;;;;['agg', 'vexed', 'seal', 'ebettle'];379.0;9993.0;97.0;1.01;1.0;;;;
;peku;;;;;;['kova', 'havu'];273.0;7324.0;-985.0;0.82;0.85;;;;
507.0;penny;6.0;0.68;0.72;75.69;60.0;['triumph', 'rugratz', 'divine'];228.0;6019.0;225.0;1.05;1.05;;;;
;peqexino;;;;;;['furious', 'sinisters', 'boca-juniors', 'meta-academy'];225.0;5843.0;-165.0;0.96;0.95;;;;
655.0;pesadelo;5.9;0.65;0.72;73.88;157.0;['teamone', 'red-canids'];795.0;20767.0;134.0;1.01;1.01;;;;
502.0;ph1;6.0;0.67;0.68;75.87;38.0;;;;;;;;;;
817.0;phr;5.8;0.59;0.64;69.2;47.0;['illuminar', 'ago'];1468.0;39037.0;-506.0;0.98;0.96;24.0;21.0;19.0;$166,614
978.0;phx;5.6;0.57;0.72;67.88;41.0;['mibr-academy', 'detona', 'sws', 'neverest'];249.0;6659.0;-486.0;0.89;0.89;;;;
368.0;phzy;6.1;0.66;0.62;69.87;205.0;['young-ninjas', 'sangal'];694.0;18520.0;1307.0;1.11;1.05;21.0;9.0;13.0;$63,729
;pietola;;;;;;['kova'];383.0;10178.0;-592.0;0.91;0.91;;;;
;piriajr;;;;;;['o-plano', 'arctic', 'adalyamigos', 'furia-academy'];532.0;13937.0;535.0;1.06;1.03;;;;
78.0;piriaz1n;6.3;0.72;0.64;78.45;125.0;;;;;;;;;;
76.0;podi;6.3;0.72;0.62;73.91;134.0;['ence-academy'];317.0;8302.0;1265.0;1.26;1.13;;;;
388.0;poizon;6.0;0.67;0.66;72.02;256.0;['complexity', 'windigo', 'bpro'];1141.0;30143.0;2855.0;1.15;1.1;21.0;12.0;8.0;$302,645
;ponczek;;;;;;['wisla-krakow', 'ungentium'];585.0;15685.0;-248.0;0.98;0.96;;;;
413.0;ponter;6.0;0.67;0.66;72.41;113.0;['oddik', 'arctic', 'keyd'];449.0;11453.0;-247.0;0.97;0.97;;;;
998.0;poppins;5.5;0.58;0.75;69.24;30.0;;;;;;;;;;
;pounh;;;;;;['playing-ducks', 'imperial', '1337huania'];401.0;10552.0;91.0;1.01;1.0;;;;
566.0;pr;5.9;0.67;0.72;74.49;61.0;['offset', 'giants', 'ftw'];497.0;12714.0;-225.0;0.97;0.98;;;;
;prakM;;;;;;['grayhound', 'syf', 'cypher', 'streamline'];279.0;7227.0;-217.0;0.96;0.97;;;;
205.0;proSHOW;6.2;0.69;0.63;71.85;116.0;['corinthians', 'redragon'];310.0;8357.0;439.0;1.08;1.04;;;;
;pronax;;;;;;['fnatic', 'godsent'];1199.0;31403.0;-2267.0;0.89;0.89;36.0;22.0;26.0;$233,743
983.0;propleh;5.6;0.59;0.72;68.21;36.0;['1win', 'monolith', 'spartak'];438.0;11642.0;-105.0;0.99;0.97;;;;
438.0;prosus;6.0;0.66;0.68;73.53;353.0;['big', 'big-academy', 'alternate-attax'];706.0;18353.0;-278.0;0.98;0.98;29.0;6.0;10.0;$92,587
849.0;prt;5.7;0.61;0.7;68.61;124.0;['teamone', 'detona'];786.0;20516.0;-146.0;0.99;0.98;;;;
;psycho;;;;;;['bpro', 'headshotbg'];290.0;7571.0;-474.0;0.91;0.92;;;;
;pt;;;;;;;;;;;;7.0;1.0;3.0;$68,716
;ptr;;;;;;['bad-news-bears', 'nrg', 'complexity'];1136.0;29729.0;2699.0;1.15;1.07;21.0;9.0;11.0;$118,531
1065.0;puuha;5.2;0.52;0.76;62.22;52.0;;;;;;;;;;
;pyth;;;;;;['ninjas-in-pyjamas', 'vexed'];758.0;19846.0;-11.0;1.0;1.0;8.0;11.0;18.0;$126,648
679.0;pz;5.9;0.63;0.66;67.49;93.0;['vertex'];681.0;17139.0;1243.0;1.12;1.06;;;;
;qqGOD;;;;;;['signature', 'beyond', 'lucid-dream'];584.0;15180.0;280.0;1.03;1.02;;;;
;queztone;;;;;;['extatus'];716.0;18727.0;211.0;1.02;1.02;;;;
;quix;;;;;;['lilmix', 'vexed', 'publiclirse'];1015.0;26718.0;-2136.0;0.89;0.92;;;;
;r0bs3n;;;;;;['planetkey', 'penta', 'killerfish'];292.0;7517.0;-250.0;0.95;0.95;;;;
86.0;r1nkle;6.3;0.72;0.64;75.41;243.0;['b8'];482.0;12331.0;1406.0;1.18;1.11;;;;
534.0;r1see;6.0;0.63;0.64;72.52;74.0;['oddik'];259.0;6912.0;-122.0;0.97;0.96;;;;
145.0;r3salt;6.2;0.71;0.68;79.44;354.0;['forze', 'vpprodigy'];519.0;12886.0;354.0;1.04;1.03;;;;
630.0;r4ul;5.9;0.63;0.65;70.39;116.0;['corinthians', 'daotsu', 'black-dragons', 'alma'];461.0;12163.0;-203.0;0.97;0.96;;;;
;rAge;;;;;;['hard-legion', 'windigo-academy'];385.0;10265.0;688.0;1.11;1.03;;;;
;raafa;;;;;;['w7m', 'keyd'];640.0;16832.0;1092.0;1.1;1.05;;;;
642.0;raalz;5.9;0.63;0.66;68.95;402.0;['sprout', 'lyngby-vikings', 'copenhagen-flames'];1466.0;39206.0;-404.0;0.98;0.97;19.0;16.0;22.0;$78,224
168.0;rafaxF;6.2;0.7;0.65;74.62;38.0;['gtz', 'ftw', 'saw-youngsters', 'los-alpacas'];227.0;5737.0;189.0;1.05;1.01;;;;
;rafftu;;;;;;['skade', 'bpro', 'fate'];565.0;15138.0;-452.0;0.96;0.95;;;;
576.0;ragga;5.9;0.66;0.71;74.07;285.0;['nexus'];813.0;21662.0;-134.0;0.99;0.99;;;;
427.0;rain;6.0;0.66;0.69;76.39;614.0;['karma', 'dignitas-fe', 'those-damn-canadians'];219.0;5407.0;368.0;1.1;1.07;27.0;18.0;21.0;$1,723,957
427.0;rain;6.0;0.66;0.69;76.39;614.0;['faze'];1906.0;50089.0;760.0;1.02;1.02;27.0;18.0;21.0;$1,723,957
907.0;rainny;5.7;0.61;0.69;67.54;50.0;;;;;;;;;;
202.0;rallen;6.2;0.68;0.66;80.25;221.0;['kinguin', 'ago', 'into-the-breach'];2053.0;54595.0;3328.0;1.09;1.05;40.0;37.0;28.0;$310,385
;rate;;;;;;['d13', 'renewal'];276.0;7232.0;20.0;1.0;1.0;;;;
;ravenlot;;;;;;['1win'];214.0;5681.0;-19.0;0.99;0.96;;;;
;rbz;;;;;;['paradox', 'corvidae'];647.0;16903.0;138.0;1.01;0.99;;;;
260.0;rdnzao;6.1;0.68;0.66;74.59;190.0;['sharks'];368.0;9042.0;427.0;1.07;1.04;;;;
;realz1n;;;;;;['w7m', 'sharks', 'red-canids', 'b4', 'furia-academy'];865.0;22554.0;296.0;1.02;0.99;;;;
485.0;realziN;6.0;0.64;0.61;69.9;124.0;;;;;;;;;;
;reatz;;;;;;['pride', 'illuminar', 'kinguin'];1579.0;42452.0;659.0;1.02;1.0;27.0;29.0;19.0;$106,528
354.0;reck;6.1;0.68;0.65;74.21;204.0;['m80', 'atk', 'strife', 'secret-club'];596.0;15543.0;357.0;1.03;1.02;;;;
290.0;red;6.1;0.66;0.68;75.8;44.0;['nlg', 'entropiq'];214.0;5715.0;178.0;1.05;1.02;;;;
;redhide;;;;;;['hollywood', 'plink'];221.0;5720.0;-438.0;0.89;0.9;;;;
479.0;refrezh;6.0;0.66;0.65;71.43;462.0;['preasy', 'fragsters', 'heroic'];1382.0;36196.0;1422.0;1.06;1.03;23.0;7.0;20.0;$292,462
130.0;regali;6.3;0.72;0.59;70.57;165.0;['copenhagen-flames', 'og', 'fnatic-rising'];435.0;11824.0;1741.0;1.24;1.14;;;;
39.0;reiko;6.4;0.75;0.7;82.78;256.0;['honoris', 'anonymo'];873.0;22676.0;1012.0;1.06;1.07;;;;
;rekonz;;;;;;['sunday-school', 'antic', 'ground-zero', 'rot'];327.0;8281.0;59.0;1.01;1.0;;;;
1046.0;relentless;5.4;0.56;0.71;61.61;57.0;;;;;;;;;;
;reltuC;;;;;;['clg'];865.0;22664.0;-74.0;1.0;0.97;8.0;5.0;15.0;$98,163
446.0;remix;6.0;0.65;0.59;65.08;114.0;['oddik', 'liberty', 'uno-mille', 'redemption-poa'];712.0;18675.0;1114.0;1.09;1.05;;;;
;renatoohaxx;;;;;;['exploit', 'hexagone'];339.0;8886.0;-520.0;0.92;0.96;;;;
;repo;;;;;;['pride', 'esc', 'agg', 'vexed'];505.0;13254.0;-657.0;0.93;0.94;;;;
357.0;restik;6.1;0.66;0.67;76.44;99.0;;;;;;;;;;
;restikk;;;;;;['windingo', 'coscu-army', 'furious'];446.0;11510.0;-319.0;0.96;0.96;;;;
;retchy;;;;;;['rebirth', 'blood-sweat-and-tears'];222.0;5850.0;-486.0;0.89;0.92;;;;
579.0;reversive;5.9;0.63;0.67;72.73;62.0;['isurus', 'leviatan'];748.0;19555.0;-37.0;1.0;0.98;;;;
;rezex;;;;;;['team123', 'efuture-dk', 'lpsp'];279.0;7325.0;50.0;1.01;1.0;;;;
116.0;righi;6.3;0.73;0.67;79.19;82.0;;;;;;;;;;
262.0;rigoN;6.1;0.71;0.74;78.15;369.0;['guild-eagles', 'bad-news-eagles', 'blink'];742.0;19335.0;173.0;1.01;1.03;17.0;13.0;8.0;$98,566
;rilax;;;;;;['lyngby-vikings', 'defusekids', 'excellency'];303.0;8117.0;161.0;1.03;1.01;;;;
568.0;riskyb0b;5.9;0.62;0.66;72.71;73.0;;;;;;;;;;
51.0;ritchiEE;6.4;0.73;0.67;82.91;72.0;['ec-brugge', 'undefined'];550.0;14590.0;1100.0;1.11;1.08;;;;
803.0;rmn;5.8;0.61;0.66;68.73;322.0;;;;;;;31.0;28.0;25.0;$99,521
;robby;;;;;;['vireopro', 'aa', 'party-astronauts'];322.0;8196.0;27.0;1.0;0.99;;;;
449.0;robiin;6.0;0.65;0.67;74.8;146.0;['endpoint'];1785.0;46866.0;-161.0;0.99;0.99;50.0;30.0;17.0;$107,895
;roca;;;;;;['splyce', 'echo-fox', 'complexity', 'elevate'];660.0;17324.0;195.0;1.02;1.02;;;;
272.0;roeJ;6.1;0.69;0.69;78.54;400.0;['copenhagen-flames', 'fnatic', 'mad-lions', 'preasy'];1230.0;31835.0;1456.0;1.07;1.05;19.0;13.0;15.0;$319,775
;roman;;;;;;['saw', 'k1ck', 'giants'];1539.0;39864.0;-306.0;0.99;0.98;13.0;12.0;5.0;$71,717
;roman;;;;;;['nemiga', 'k29'];414.0;10880.0;-664.0;0.91;0.91;13.0;12.0;5.0;$71,717
;rommi;;;;;;['spirit-academy', 'hollywood', 'plink', '1337'];516.0;13467.0;604.0;1.06;1.05;;;;
35.0;ropz;6.4;0.74;0.61;78.29;596.0;['faze', 'mouz'];1432.0;37517.0;4774.0;1.21;1.12;27.0;14.0;13.0;$1,466,677
;roseau;;;;;;['recca', 'nxl'];419.0;10564.0;79.0;1.01;1.01;;;;
1050.0;rox;5.3;0.54;0.69;61.88;56.0;['9z'];316.0;8268.0;-281.0;0.95;0.94;;;;
991.0;roz;5.5;0.59;0.68;65.8;62.0;['the-union', 'jaguares', 'intense', 'solid', 'fusco-1500'];365.0;9758.0;-360.0;0.94;0.93;;;;
1054.0;rrr;5.3;0.51;0.68;61.33;34.0;;;;;;;;;;
;rtA;;;;;;['fragsters', 'toxic', 'great-danes'];222.0;5793.0;149.0;1.04;1.01;;;;
;ruyter;;;;;;['777'];223.0;6029.0;-535.0;0.88;0.91;;;;
1010.0;ryann;5.5;0.59;0.74;66.13;38.0;['singularity', 'swole-patrol', 'envy', 'gorilla-gang'];697.0;17857.0;-269.0;0.98;0.98;;;;
;ryk;;;;;;['born-of-fire', 'eclipse', 'aster'];288.0;7297.0;-569.0;0.89;0.89;;;;
;ryotzz;;;;;;['w7m'];447.0;11613.0;-154.0;0.98;0.99;;;;
;ryx;;;;;;['echo-fox', 'splyce', 'ghost', 'dignitas', 'tempo-storm', 'conquest'];491.0;12856.0;1181.0;1.14;1.09;;;;
505.0;s-chilla;6.0;0.65;0.72;75.25;49.0;;;;;;;;;;
;s0m;;;;;;['geng', 'envy', 'naventic'];358.0;9528.0;28.0;1.0;0.99;;;;
343.0;s0und;6.1;0.69;0.69;74.88;261.0;['nexus', 'let-us-cook', 'og-academy'];415.0;10882.0;2.0;1.0;1.0;;;;
3.0;s1mple;6.9;0.83;0.6;84.24;539.0;['natus-vincere'];1727.0;45750.0;9669.0;1.33;1.24;31.0;23.0;22.0;$1,727,047
346.0;s1n;6.1;0.66;0.65;76.02;353.0;['big-academy', 'big', 'nlg'];583.0;15245.0;371.0;1.04;1.0;19.0;12.0;9.0;$106,086
473.0;s1ren;6.0;0.66;0.64;71.54;306.0;['betboom', 'spirit', 'spirit-academy'];457.0;11485.0;143.0;1.02;0.99;7.0;6.0;5.0;$79,634
1044.0;s1rva;5.4;0.55;0.73;64.2;118.0;;;;;;;;;;
256.0;s4ltovsk1yy;6.1;0.67;0.58;68.29;131.0;['ec-kyiv', 'ikla'];610.0;16245.0;1224.0;1.12;1.05;;;;
695.0;sAvana1;5.8;0.62;0.66;69.56;238.0;['sampi', 'esuba'];501.0;12977.0;-548.0;0.94;0.94;;;;
;sAw;;;;;;['havu', 'igamecom', 'rctic'];1267.0;33681.0;-2108.0;0.91;0.9;35.0;23.0;24.0;$111,210
;sK;;;;;;['avant', 'dark-sided'];348.0;8948.0;-648.0;0.9;0.93;;;;
660.0;sL1m3;5.9;0.66;0.67;68.71;87.0;;;;;;;;;;
521.0;sLowi;6.0;0.65;0.73;76.52;127.0;['havu', 'jano'];1377.0;36911.0;468.0;1.02;1.01;31.0;19.0;22.0;$121,558
970.0;sNx;5.6;0.58;0.69;66.17;127.0;['paloma', 'permitta', 'orks', 'ignis-serpens', 'rebels'];272.0;7017.0;-579.0;0.88;0.89;;;;
;sXe;;;;;;['nexus', 'xpc'];605.0;15708.0;-157.0;0.99;0.98;;;;
68.0;saadzin;6.3;0.7;0.59;72.68;116.0;['w7m', 'w7m-academy'];235.0;5689.0;518.0;1.15;1.07;;;;
174.0;sacrifice;6.2;0.7;0.65;76.47;86.0;;;;;;;;;;
977.0;sad;5.6;0.6;0.69;64.69;85.0;['iron-branch', 'betera'];263.0;6964.0;-440.0;0.91;0.91;;;;
226.0;saffee;6.2;0.69;0.61;70.48;368.0;['mibr', 'pain', 'furia'];669.0;17217.0;2534.0;1.24;1.14;10.0;10.0;15.0;$130,641
486.0;salazar;6.0;0.64;0.6;65.09;264.0;['ecstatic'];381.0;9455.0;470.0;1.08;1.01;;;;
;sam_A;;;;;;['vault', 'infinity', 'colombia'];250.0;6314.0;263.0;1.06;1.04;;;;
;sancz;;;;;;['complexity', 'nihilum', 'muffin-lightning'];315.0;8346.0;-75.0;0.99;0.98;;;;
452.0;sapec;6.0;0.67;0.71;74.67;411.0;;;;;;;;;;
;sarenii;;;;;;['4glory', 'juggernauts', 'akopalipsa'];382.0;10131.0;-886.0;0.88;0.9;;;;
504.0;sausol;6.0;0.66;0.68;73.05;174.0;['mad-lions', 'sangal', 'movistar-riders'];522.0;13710.0;158.0;1.02;1.0;;;;
857.0;scar;5.7;0.63;0.77;71.82;65.0;['might', 'limitless', 'x13', 'headshotkings'];257.0;6483.0;-810.0;0.84;0.87;;;;
;scoobyxie;;;;;;['hellraisers', 'vega-squadron', 'k1ck'];237.0;6341.0;421.0;1.1;1.06;;;;
271.0;sdy;6.1;0.67;0.63;75.19;591.0;['spirit', 'monte'];1525.0;39938.0;2569.0;1.1;1.04;19.0;15.0;15.0;$354,027
;seang@res;;;;;;['cloud9', 'misfits', 'echo-fox'];713.0;18391.0;-1629.0;0.87;0.88;10.0;13.0;13.0;$123,412
992.0;seb;5.5;0.57;0.67;63.93;100.0;['ghost', 'new-identity', 'bees-money-crew'];603.0;15586.0;-224.0;0.98;0.97;;;;
899.0;seized;5.7;0.59;0.67;67.9;310.0;['9-pandas', 'natus-vincere'];1920.0;50018.0;-1483.0;0.96;0.95;21.0;23.0;34.0;$374,126
1015.0;sense;5.5;0.57;0.68;65.42;176.0;['apeks', 'apeks-rebels'];338.0;8259.0;-737.0;0.87;0.89;;;;
156.0;senzu;6.2;0.7;0.64;76.73;71.0;;;;;;;;;;
813.0;sergej;5.8;0.59;0.66;68.68;50.0;['ence', 'havu', 'gorillaz'];776.0;20425.0;1816.0;1.14;1.08;23.0;6.0;8.0;$220,755
1041.0;sh1geo;5.4;0.55;0.73;66.02;59.0;;;;;;;;;;
5.0;sh1ro;6.7;0.77;0.53;76.96;547.0;['gambit-youngsters', 'gambit', 'cloud9'];1120.0;29619.0;7008.0;1.44;1.22;33.0;8.0;12.0;$727,931
;shEMETA;;;;;;['mk', 'imperial'];213.0;5441.0;-338.0;0.91;0.92;;;;
;shaGuar;;;;;;;;;;;;5.0;4.0;3.0;$95,680
345.0;shaiK;6.1;0.67;0.66;71.62;111.0;['the-chosen-few', 'fate', 'katuna', 'og-academy'];246.0;6287.0;47.0;1.01;1.0;;;;
177.0;shalfey;6.2;0.7;0.64;76.99;401.0;['forze'];879.0;22863.0;1720.0;1.12;1.05;9.0;9.0;8.0;$103,796
686.0;shane;5.8;0.64;0.68;68.78;101.0;['timbermen', 'iron-blood', 'badass'];395.0;9955.0;-4.0;1.0;0.99;;;;
;shellzi;;;;;;['offset'];302.0;8107.0;-452.0;0.92;0.93;;;;
;shev;;;;;;['squared', 'gamepub'];234.0;5835.0;-748.0;0.82;0.85;;;;
;shg;;;;;;['arcred'];211.0;5280.0;189.0;1.05;1.04;;;;
483.0;shield;6.0;0.65;0.63;65.96;40.0;['the-prodigies', 'wolsung', 'lowlandlions'];292.0;7665.0;381.0;1.08;1.03;;;;
;shinobi;;;;;;['d13', 'eruption', 'aravt'];328.0;8433.0;-512.0;0.91;0.93;;;;
;shinobi;;;;;;['bad-news-bears', 'rogue', 'enigma6'];352.0;9234.0;-1394.0;0.79;0.83;;;;
468.0;shokz;6.0;0.66;0.62;70.25;89.0;['movistar-riders', 'finest'];735.0;19722.0;422.0;1.03;1.01;;;;
;shonk;;;;;;['final-feature', 'bushido-boyz', 'azio'];256.0;6564.0;-142.0;0.97;0.98;;;;
941.0;short;5.6;0.58;0.66;68.4;49.0;['arctic'];259.0;6923.0;-305.0;0.94;0.93;;;;
559.0;shox;5.9;0.65;0.66;70.65;351.0;['g2', 'vitality'];2097.0;55018.0;3889.0;1.11;1.07;53.0;42.0;32.0;$851,213
;shroud;;;;;;['cloud9'];676.0;17460.0;1311.0;1.12;1.07;12.0;13.0;5.0;$219,447
;shuadapai;;;;;;['5power', 'eclipse'];549.0;14214.0;492.0;1.05;1.03;;;;
1035.0;shutout;5.4;0.57;0.74;66.62;65.0;['villainous', 'eros'];254.0;6338.0;-693.0;0.85;0.87;;;;
592.0;shyyne;5.9;0.65;0.65;67.05;47.0;['k10', 'coalesce', '1pin', 'apeks-rebels', 'vexed'];313.0;8257.0;294.0;1.06;1.01;;;;
464.0;shz;6.0;0.65;0.66;73.14;191.0;['o-plano', 'luminosity', 'imperial', 'mibr'];1030.0;26574.0;1423.0;1.08;1.04;;;;
;sibe;;;;;;['paradox', 'animal-squad', 'masterminds', 'alpha-sydney'];253.0;6530.0;-651.0;0.86;0.89;;;;
;sickLy;;;;;;['vault', 'miami-flamingos', 'colombia', 'jaguar'];254.0;6371.0;-104.0;0.98;0.96;;;;
;silas;;;;;;['bhop', 'detonate', 'vendetta', 'disconnected'];299.0;7818.0;-80.0;0.99;0.98;;;;
;simix;;;;;;['ec-brugge'];429.0;11440.0;-1569.0;0.8;0.82;;;;
490.0;simke;6.0;0.68;0.71;73.97;204.0;['zero-tenacity'];451.0;11397.0;-187.0;0.98;0.98;;;;
570.0;sinnopsyy;5.9;0.65;0.72;75.93;358.0;['guild-eagles', 'bad-news-eagles', 'blink', 'secret'];1010.0;26592.0;-968.0;0.95;0.97;11.0;10.0;10.0;$75,540
456.0;sirah;6.0;0.68;0.67;74.56;145.0;['mouz-nxt', 'masonic'];238.0;5615.0;207.0;1.06;1.03;;;;
715.0;siuhy;5.8;0.63;0.68;71.64;282.0;['mouz', 'izako-boars', 'mouz-nxt', 'gamerlegion'];810.0;21287.0;-327.0;0.98;0.98;11.0;8.0;18.0;$212,552
389.0;sjuush;6.0;0.66;0.64;73.41;543.0;['heroic', 'tricked', 'mad-lions'];1115.0;29164.0;1066.0;1.06;1.02;24.0;10.0;18.0;$634,906
207.0;sk0R;6.2;0.72;0.68;79.01;76.0;['ihc', 'd13', 'nkt'];486.0;12966.0;1278.0;1.15;1.11;;;;
204.0;skullz;6.2;0.68;0.62;74.89;227.0;['pain', 'w7m', 'liberty'];680.0;17837.0;1243.0;1.11;1.06;13.0;15.0;9.0;$65,116
621.0;skyye;5.9;0.63;0.67;71.51;197.0;['alternate-attax', 'big-academy'];460.0;11764.0;-183.0;0.98;0.97;;;;
75.0;sl3nd;6.3;0.7;0.58;74.94;241.0;['mouz-nxt', 'endpoint', 'onyx'];401.0;10160.0;1286.0;1.22;1.1;;;;
;slap;;;;;;['london-conspiracy', 'acer', 'escape'];286.0;7221.0;-164.0;0.97;0.97;;;;
99.0;slaxz-;6.3;0.7;0.6;72.02;356.0;['alternate-attax', 'sprout'];1352.0;36167.0;3548.0;1.16;1.08;23.0;8.0;13.0;$95,199
;smF;;;;;;['cph-wolves', 'secret'];859.0;22474.0;-414.0;0.97;0.96;;;;
585.0;smekk;5.9;0.66;0.73;76.55;190.0;;;;;;;;;;
;smekk-;;;;;;['nexus', 'onetap'];477.0;12780.0;-483.0;0.95;0.97;;;;
;smike;;;;;;['pro100', 'acg', 'spraynpray', 'explosive', 'k1ck'];496.0;12846.0;601.0;1.07;1.06;;;;
685.0;smiley;5.9;0.61;0.65;67.56;42.0;['100pg', 'unique', 'se7en'];486.0;13176.0;634.0;1.08;1.02;;;;
;smooth_criminal22;;;;;;['madlikewizards', 'truckers-with-attitude', 'athletico', 'airborne'];290.0;7396.0;295.0;1.06;1.05;;;;
122.0;smooya;6.3;0.71;0.62;73.41;96.0;['big', 'movistar-riders', 'epsilon'];1034.0;27098.0;4537.0;1.27;1.18;26.0;12.0;14.0;$149,058
;snapy;;;;;;['rhyno', 'offset', 'gtz'];309.0;8039.0;-981.0;0.84;0.87;;;;
136.0;snatchie;6.3;0.73;0.66;73.24;109.0;['ago', 'virtuspro', 'sprout'];1713.0;45851.0;2605.0;1.09;1.06;23.0;22.0;20.0;$137,824
533.0;snav;6.0;0.63;0.68;74.39;115.0;['timbermen', 'iron-blood', 'badass'];420.0;10587.0;-112.0;0.98;0.97;;;;
;snedker;;;;;;['tricked'];271.0;7016.0;359.0;1.08;1.03;;;;
;snow;;;;;;['case'];324.0;7959.0;181.0;1.03;1.02;;;;
;soju_j;;;;;;['legacy', 'avant', 'chiefs', 'dire-wolves'];554.0;14231.0;-410.0;0.96;0.95;;;;
;solo;;;;;;['mvp-pk'];369.0;9364.0;90.0;1.01;0.99;13.0;11.0;10.0;$107,093
215.0;somebody;6.2;0.69;0.68;76.3;49.0;['tyloo'];1324.0;34084.0;2262.0;1.1;1.07;51.0;25.0;26.0;$270,847
;sonic;;;;;;['athletico', 'tainted-minds', 'legacy', 'avant'];210.0;5458.0;-468.0;0.88;0.89;;;;
950.0;sorrow;5.6;0.61;0.72;69.31;42.0;['100pg', 'unique', 'avangar'];470.0;12741.0;-891.0;0.9;0.92;;;;
474.0;soulfly;6.0;0.67;0.72;76.08;185.0;['sangal', 'the-witchers'];433.0;11424.0;-212.0;0.97;0.99;;;;
883.0;souz4h;5.7;0.61;0.68;67.91;76.0;;;;;;;;;;
;spacca;;;;;;['furia', 'cnb'];291.0;7469.0;15.0;1.0;0.96;;;;
;spamzzy;;;;;;['infinity', 'vault'];389.0;9812.0;-475.0;0.93;0.95;;;;
;spargo;;;;;;['kova', 'havu', 'hreds'];575.0;15659.0;439.0;1.04;1.02;;;;
;spaz;;;;;;['empire', 'rebels', 'worst-players', '97club'];250.0;6612.0;111.0;1.02;1.02;;;;
;spaze;;;;;;['piter', 'gambit', 'epg'];538.0;14117.0;89.0;1.01;1.02;;;;
;speed4k;;;;;;['dreameaters', 'nemiga'];840.0;22566.0;527.0;1.04;1.0;;;;
612.0;spek;5.9;0.66;0.72;72.97;50.0;['davenport-university', 'party-astronauts', 'incontrol'];203.0;5221.0;-138.0;0.96;1.0;;;;
